"idarquivocampo";"classe";"arquivo";"campode";"campopara"
1557;146;"ENC_Termeletrica_P.shp";"SITUACAOFI";"situacaoFisica"
1558;146;"ENC_Termeletrica_P.shp";"DESTENERGE";"destEnergElet"
1559;146;"ENC_Termeletrica_P.shp";"CODIGOESTA";"codigoEstacao"
1560;146;"ENC_Termeletrica_P.shp";"POTENCIAOU";"potenciaOutorgada"
1561;146;"ENC_Termeletrica_P.shp";"POTENCIAFI";"potenciaFiscalizada"
1562;146;"ENC_Termeletrica_P.shp";"NOMEABREV";"nomeAbrev"
1563;146;"ENC_Termeletrica_P.shp";"TIPOCOMBUS";"tipoCombustivel"
1564;146;"ENC_Termeletrica_P.shp";"COMBRENOVA";"combRenovavel"
1565;146;"ENC_Termeletrica_P.shp";"TIPOMAQTER";"tipoMaqTermica"
1566;146;"ENC_Termeletrica_P.shp";"GERACAO";"geracao"
1567;146;"ENC_Termeletrica_L.shp";"NOME";"nome"
1568;146;"ENC_Termeletrica_L.shp";"GEOMETRIAA";"geometriaAproximada"
1569;146;"ENC_Termeletrica_L.shp";"TIPOESTGER";"tipoEstGerad"
1570;146;"ENC_Termeletrica_L.shp";"OPERACIONA";"operacional"
1571;146;"ENC_Termeletrica_L.shp";"SITUACAOFI";"situacaoFisica"
1572;146;"ENC_Termeletrica_L.shp";"DESTENERGE";"destEnergElet"
1573;146;"ENC_Termeletrica_L.shp";"CODIGOESTA";"codigoEstacao"
1574;146;"ENC_Termeletrica_L.shp";"POTENCIAOU";"potenciaOutorgada"
1575;146;"ENC_Termeletrica_L.shp";"POTENCIAFI";"potenciaFiscalizada"
1576;146;"ENC_Termeletrica_L.shp";"NOMEABREV";"nomeAbrev"
1577;146;"ENC_Termeletrica_L.shp";"TIPOCOMBUS";"tipoCombustivel"
1578;146;"ENC_Termeletrica_L.shp";"COMBRENOVA";"combRenovavel"
1579;146;"ENC_Termeletrica_L.shp";"TIPOMAQTER";"tipoMaqTermica"
1580;146;"ENC_Termeletrica_L.shp";"GERACAO";"geracao"
1581;146;"ENC_Termeletrica_A.shp";"NOME";"nome"
1582;146;"ENC_Termeletrica_A.shp";"GEOMETRIAA";"geometriaAproximada"
1583;146;"ENC_Termeletrica_A.shp";"TIPOESTGER";"tipoEstGerad"
1584;146;"ENC_Termeletrica_A.shp";"OPERACIONA";"operacional"
1585;146;"ENC_Termeletrica_A.shp";"SITUACAOFI";"situacaoFisica"
1586;146;"ENC_Termeletrica_A.shp";"DESTENERGE";"destEnergElet"
1591;146;"ENC_Termeletrica_A.shp";"TIPOCOMBUS";"tipoCombustivel"
1592;146;"ENC_Termeletrica_A.shp";"COMBRENOVA";"combRenovavel"
1593;146;"ENC_Termeletrica_A.shp";"TIPOMAQTER";"tipoMaqTermica"
1594;146;"ENC_Termeletrica_A.shp";"GERACAO";"geracao"
1361;129;"ENC_Ponto_Trecho_Energia_P.shp";"GEOMETRIAA";"geometriaAproximada"
1362;129;"ENC_Ponto_Trecho_Energia_P.shp";"TIPOPTOENE";"tipoPtoEnergia"
1707;158;"ENC_Trecho_Energia_L.shp";"NOME";"nome"
1708;158;"ENC_Trecho_Energia_L.shp";"GEOMETRIAA";"geometriaAproximada"
1709;158;"ENC_Trecho_Energia_L.shp";"ESPECIE";"especie"
1710;158;"ENC_Trecho_Energia_L.shp";"POSICAOREL";"posicaoRelativa"
1711;158;"ENC_Trecho_Energia_L.shp";"OPERACIONA";"operacional"
1712;158;"ENC_Trecho_Energia_L.shp";"SITUACAOFI";"situacaoFisica"
1713;158;"ENC_Trecho_Energia_L.shp";"EMDUTO";"emDuto"
1714;158;"ENC_Trecho_Energia_L.shp";"TENSAOELET";"tensaoEletrica"
1715;158;"ENC_Trecho_Energia_L.shp";"NUMCIRCUIT";"numCircuitos"
1716;158;"ENC_Trecho_Energia_L.shp";"NOMEABREV";"nomeAbrev"
1880;171;"ENC_Zona_Linhas_Energia_Comunicacao_A.shp";"NOME";"nome"
1881;171;"ENC_Zona_Linhas_Energia_Comunicacao_A.shp";"GEOMETRIAA";"geometriaAproximada"
1882;171;"ENC_Zona_Linhas_Energia_Comunicacao_A.shp";"NOMEABREV";"nomeAbrev"
1638;152;"ENC_Torre_Energia_P.shp";"NOME";"nome"
1639;152;"ENC_Torre_Energia_P.shp";"GEOMETRIAA";"geometriaAproximada"
1640;152;"ENC_Torre_Energia_P.shp";"OPERACIONA";"operacional"
1641;152;"ENC_Torre_Energia_P.shp";"SITUACAOFI";"situacaoFisica"
1642;152;"ENC_Torre_Energia_P.shp";"OVGD";"ovgd"
1643;152;"ENC_Torre_Energia_P.shp";"ALTURAESTI";"alturaEstimada"
1644;152;"ENC_Torre_Energia_P.shp";"TIPOTORRE";"tipoTorre"
1645;152;"ENC_Torre_Energia_P.shp";"ARRANJOFAS";"arranjoFases"
1646;152;"ENC_Torre_Energia_P.shp";"NOMEABREV";"nomeAbrev"
17;6;"ENC_Area_Comunicacao_A.shp";"GEOMETRIAA";"geometriaAproximada"
484;61;"ENC_Edif_Comunic_P.shp";"NOME";"nome"
485;61;"ENC_Edif_Comunic_P.shp";"GEOMETRIAA";"geometriaAproximada"
486;61;"ENC_Edif_Comunic_P.shp";"OPERACIONA";"operacional"
487;61;"ENC_Edif_Comunic_P.shp";"SITUACAOFI";"situacaoFisica"
488;61;"ENC_Edif_Comunic_P.shp";"MATCONSTR";"matConstr"
489;61;"ENC_Edif_Comunic_P.shp";"NOMEABREV";"nomeAbrev"
490;61;"ENC_Edif_Comunic_P.shp";"MODALIDADE";"modalidade"
491;61;"ENC_Edif_Comunic_P.shp";"TIPOEDIFCO";"tipoEdifComunic"
492;61;"ENC_Edif_Comunic_A.shp";"NOME";"nome"
493;61;"ENC_Edif_Comunic_A.shp";"GEOMETRIAA";"geometriaAproximada"
494;61;"ENC_Edif_Comunic_A.shp";"OPERACIONA";"operacional"
495;61;"ENC_Edif_Comunic_A.shp";"SITUACAOFI";"situacaoFisica"
496;61;"ENC_Edif_Comunic_A.shp";"MATCONSTR";"matConstr"
497;61;"ENC_Edif_Comunic_A.shp";"NOMEABREV";"nomeAbrev"
498;61;"ENC_Edif_Comunic_A.shp";"MODALIDADE";"modalidade"
499;61;"ENC_Edif_Comunic_A.shp";"TIPOEDIFCO";"tipoEdifComunic"
1630;151;"ENC_Torre_Comunic_P.shp";"NOME";"nome"
1631;151;"ENC_Torre_Comunic_P.shp";"GEOMETRIAA";"geometriaAproximada"
1632;151;"ENC_Torre_Comunic_P.shp";"OPERACIONA";"operacional"
1633;151;"ENC_Torre_Comunic_P.shp";"SITUACAOFI";"situacaoFisica"
1634;151;"ENC_Torre_Comunic_P.shp";"POSICAOREL";"posicaoRelEdific"
1635;151;"ENC_Torre_Comunic_P.shp";"OVGD";"ovgd"
1636;151;"ENC_Torre_Comunic_P.shp";"ALTURAESTI";"alturaEstimada"
1637;151;"ENC_Torre_Comunic_P.shp";"NOMEABREV";"nomeAbrev"
1673;155;"ENC_Trecho_Comunic_L.shp";"NOME";"nome"
1674;155;"ENC_Trecho_Comunic_L.shp";"GEOMETRIAA";"geometriaAproximada"
1675;155;"ENC_Trecho_Comunic_L.shp";"TIPOTRECHO";"tipoTrechoComunic"
1676;155;"ENC_Trecho_Comunic_L.shp";"POSICAOREL";"posicaoRelativa"
1677;155;"ENC_Trecho_Comunic_L.shp";"MATCONSTR";"matConstr"
1678;155;"ENC_Trecho_Comunic_L.shp";"OPERACIONA";"operacional"
1679;155;"ENC_Trecho_Comunic_L.shp";"SITUACAOFI";"situacaoFisica"
1680;155;"ENC_Trecho_Comunic_L.shp";"EMDUTO";"emDuto"
1681;155;"ENC_Trecho_Comunic_L.shp";"NOMEABREV";"nomeAbrev"
13;3;"ASB_Area_Abast_Agua_A.shp";"GEOMETRIAA";"geometriaAproximada"
440;58;"ASB_Edif_Abast_Agua_P.shp";"NOME";"nome"
441;58;"ASB_Edif_Abast_Agua_P.shp";"GEOMETRIAA";"geometriaAproximada"
442;58;"ASB_Edif_Abast_Agua_P.shp";"OPERACIONA";"operacional"
443;58;"ASB_Edif_Abast_Agua_P.shp";"SITUACAOFI";"situacaoFisica"
444;58;"ASB_Edif_Abast_Agua_P.shp";"MATCONSTR";"matConstr"
445;58;"ASB_Edif_Abast_Agua_P.shp";"NOMEABREV";"nomeAbrev"
446;58;"ASB_Edif_Abast_Agua_P.shp";"TIPOEDIFAB";"tipoEdifAbast"
447;58;"ASB_Edif_Abast_Agua_A.shp";"NOME";"nome"
448;58;"ASB_Edif_Abast_Agua_A.shp";"GEOMETRIAA";"geometriaAproximada"
449;58;"ASB_Edif_Abast_Agua_A.shp";"OPERACIONA";"operacional"
450;58;"ASB_Edif_Abast_Agua_A.shp";"SITUACAOFI";"situacaoFisica"
451;58;"ASB_Edif_Abast_Agua_A.shp";"MATCONSTR";"matConstr"
452;58;"ASB_Edif_Abast_Agua_A.shp";"NOMEABREV";"nomeAbrev"
453;58;"ASB_Edif_Abast_Agua_A.shp";"TIPOEDIFAB";"tipoEdifAbast"
308;51;"ASB_Dep_Abast_Agua_P.shp";"NOME";"nome"
309;51;"ASB_Dep_Abast_Agua_P.shp";"GEOMETRIAA";"geometriaAproximada"
310;51;"ASB_Dep_Abast_Agua_P.shp";"TIPODEPABA";"tipoDepAbast"
311;51;"ASB_Dep_Abast_Agua_P.shp";"SITUACAOAG";"situacaoAgua"
312;51;"ASB_Dep_Abast_Agua_P.shp";"CONSTRUCAO";"construcao"
313;51;"ASB_Dep_Abast_Agua_P.shp";"MATCONSTR";"matConstr"
314;51;"ASB_Dep_Abast_Agua_P.shp";"FINALIDADE";"finalidade"
315;51;"ASB_Dep_Abast_Agua_P.shp";"OPERACIONA";"operacional"
316;51;"ASB_Dep_Abast_Agua_P.shp";"SITUACAOFI";"situacaoFisica"
317;51;"ASB_Dep_Abast_Agua_P.shp";"NOMEABREV";"nomeAbrev"
318;51;"ASB_Dep_Abast_Agua_A.shp";"NOME";"nome"
319;51;"ASB_Dep_Abast_Agua_A.shp";"GEOMETRIAA";"geometriaAproximada"
320;51;"ASB_Dep_Abast_Agua_A.shp";"TIPODEPABA";"tipoDepAbast"
321;51;"ASB_Dep_Abast_Agua_A.shp";"SITUACAOAG";"situacaoAgua"
322;51;"ASB_Dep_Abast_Agua_A.shp";"CONSTRUCAO";"construcao"
323;51;"ASB_Dep_Abast_Agua_A.shp";"MATCONSTR";"matConstr"
324;51;"ASB_Dep_Abast_Agua_A.shp";"FINALIDADE";"finalidade"
325;51;"ASB_Dep_Abast_Agua_A.shp";"OPERACIONA";"operacional"
326;51;"ASB_Dep_Abast_Agua_A.shp";"SITUACAOFI";"situacaoFisica"
327;51;"ASB_Dep_Abast_Agua_A.shp";"NOMEABREV";"nomeAbrev"
65;24;"ASB_Area_Saneamento_A.shp";"GEOMETRIAA";"geometriaAproximada"
726;77;"ASB_Edif_Saneamento_P.shp";"NOME";"nome"
727;77;"ASB_Edif_Saneamento_P.shp";"GEOMETRIAA";"geometriaAproximada"
728;77;"ASB_Edif_Saneamento_P.shp";"OPERACIONA";"operacional"
729;77;"ASB_Edif_Saneamento_P.shp";"SITUACAOFI";"situacaoFisica"
730;77;"ASB_Edif_Saneamento_P.shp";"MATCONSTR";"matConstr"
731;77;"ASB_Edif_Saneamento_P.shp";"NOMEABREV";"nomeAbrev"
732;77;"ASB_Edif_Saneamento_P.shp";"TIPOEDIFSA";"tipoEdifSaneam"
733;77;"ASB_Edif_Saneamento_A.shp";"NOME";"nome"
734;77;"ASB_Edif_Saneamento_A.shp";"GEOMETRIAA";"geometriaAproximada"
735;77;"ASB_Edif_Saneamento_A.shp";"OPERACIONA";"operacional"
736;77;"ASB_Edif_Saneamento_A.shp";"SITUACAOFI";"situacaoFisica"
737;77;"ASB_Edif_Saneamento_A.shp";"MATCONSTR";"matConstr"
738;77;"ASB_Edif_Saneamento_A.shp";"NOMEABREV";"nomeAbrev"
739;77;"ASB_Edif_Saneamento_A.shp";"TIPOEDIFSA";"tipoEdifSaneam"
328;52;"ASB_Dep_Saneamento_P.shp";"NOME";"nome"
329;52;"ASB_Dep_Saneamento_P.shp";"GEOMETRIAA";"geometriaAproximada"
330;52;"ASB_Dep_Saneamento_P.shp";"TIPODEPSAN";"tipoDepSaneam"
331;52;"ASB_Dep_Saneamento_P.shp";"CONSTRUCAO";"construcao"
332;52;"ASB_Dep_Saneamento_P.shp";"MATCONSTR";"matConstr"
333;52;"ASB_Dep_Saneamento_P.shp";"FINALIDADE";"finalidade"
334;52;"ASB_Dep_Saneamento_P.shp";"OPERACIONA";"operacional"
335;52;"ASB_Dep_Saneamento_P.shp";"SITUACAOFI";"situacaoFisica"
336;52;"ASB_Dep_Saneamento_P.shp";"RESIDUO";"residuo"
337;52;"ASB_Dep_Saneamento_P.shp";"TIPORESIDU";"tipoResiduo"
338;52;"ASB_Dep_Saneamento_P.shp";"NOMEABREV";"nomeAbrev"
339;52;"ASB_Dep_Saneamento_A.shp";"NOME";"nome"
340;52;"ASB_Dep_Saneamento_A.shp";"GEOMETRIAA";"geometriaAproximada"
341;52;"ASB_Dep_Saneamento_A.shp";"TIPODEPSAN";"tipoDepSaneam"
342;52;"ASB_Dep_Saneamento_A.shp";"CONSTRUCAO";"construcao"
343;52;"ASB_Dep_Saneamento_A.shp";"MATCONSTR";"matConstr"
344;52;"ASB_Dep_Saneamento_A.shp";"FINALIDADE";"finalidade"
345;52;"ASB_Dep_Saneamento_A.shp";"OPERACIONA";"operacional"
346;52;"ASB_Dep_Saneamento_A.shp";"SITUACAOFI";"situacaoFisica"
347;52;"ASB_Dep_Saneamento_A.shp";"RESIDUO";"residuo"
348;52;"ASB_Dep_Saneamento_A.shp";"TIPORESIDU";"tipoResiduo"
349;52;"ASB_Dep_Saneamento_A.shp";"NOMEABREV";"nomeAbrev"
215;39;"ASB_Cemiterio_P.shp";"NOME";"nome"
216;39;"ASB_Cemiterio_P.shp";"GEOMETRIAA";"geometriaAproximada"
217;39;"ASB_Cemiterio_P.shp";"TIPOCEMITE";"tipoCemiterio"
218;39;"ASB_Cemiterio_P.shp";"DENOMINACA";"denominacaoAssociada"
219;39;"ASB_Cemiterio_P.shp";"NOMEABREV";"nomeAbrev"
220;39;"ASB_Cemiterio_A.shp";"NOME";"nome"
221;39;"ASB_Cemiterio_A.shp";"GEOMETRIAA";"geometriaAproximada"
222;39;"ASB_Cemiterio_A.shp";"TIPOCEMITE";"tipoCemiterio"
223;39;"ASB_Cemiterio_A.shp";"DENOMINACA";"denominacaoAssociada"
224;39;"ASB_Cemiterio_A.shp";"NOMEABREV";"nomeAbrev"
38;13;"EDU_Area_Ensino_A.shp";"GEOMETRIAA";"geometriaAproximada"
588;68;"EDU_Edif_Ensino_P.shp";"NOME";"nome"
589;68;"EDU_Edif_Ensino_P.shp";"GEOMETRIAA";"geometriaAproximada"
590;68;"EDU_Edif_Ensino_P.shp";"OPERACIONA";"operacional"
591;68;"EDU_Edif_Ensino_P.shp";"SITUACAOFI";"situacaoFisica"
592;68;"EDU_Edif_Ensino_P.shp";"MATCONSTR";"matConstr"
593;68;"EDU_Edif_Ensino_P.shp";"NOMEABREV";"nomeAbrev"
594;68;"EDU_Edif_Ensino_P.shp";"TIPOCLASSE";"tipoClasseCnae"
595;68;"EDU_Edif_Ensino_A.shp";"NOME";"nome"
596;68;"EDU_Edif_Ensino_A.shp";"GEOMETRIAA";"geometriaAproximada"
597;68;"EDU_Edif_Ensino_A.shp";"OPERACIONA";"operacional"
598;68;"EDU_Edif_Ensino_A.shp";"SITUACAOFI";"situacaoFisica"
599;68;"EDU_Edif_Ensino_A.shp";"MATCONSTR";"matConstr"
600;68;"EDU_Edif_Ensino_A.shp";"NOMEABREV";"nomeAbrev"
601;68;"EDU_Edif_Ensino_A.shp";"TIPOCLASSE";"tipoClasseCnae"
63;22;"EDU_Area_Religiosa_A.shp";"GEOMETRIAA";"geometriaAproximada"
694;75;"EDU_Edif_Religiosa_P.shp";"NOME";"nome"
695;75;"EDU_Edif_Religiosa_P.shp";"GEOMETRIAA";"geometriaAproximada"
696;75;"EDU_Edif_Religiosa_P.shp";"OPERACIONA";"operacional"
697;75;"EDU_Edif_Religiosa_P.shp";"SITUACAOFI";"situacaoFisica"
698;75;"EDU_Edif_Religiosa_P.shp";"MATCONSTR";"matConstr"
699;75;"EDU_Edif_Religiosa_P.shp";"NOMEABREV";"nomeAbrev"
700;75;"EDU_Edif_Religiosa_P.shp";"TIPOEDIFRE";"tipoEdifRelig"
701;75;"EDU_Edif_Religiosa_P.shp";"ENSINO";"ensino"
702;75;"EDU_Edif_Religiosa_P.shp";"RELIGIAO";"religiao"
703;75;"EDU_Edif_Religiosa_A.shp";"NOME";"nome"
704;75;"EDU_Edif_Religiosa_A.shp";"GEOMETRIAA";"geometriaAproximada"
705;75;"EDU_Edif_Religiosa_A.shp";"OPERACIONA";"operacional"
706;75;"EDU_Edif_Religiosa_A.shp";"SITUACAOFI";"situacaoFisica"
707;75;"EDU_Edif_Religiosa_A.shp";"MATCONSTR";"matConstr"
708;75;"EDU_Edif_Religiosa_A.shp";"NOMEABREV";"nomeAbrev"
709;75;"EDU_Edif_Religiosa_A.shp";"TIPOEDIFRE";"tipoEdifRelig"
710;75;"EDU_Edif_Religiosa_A.shp";"ENSINO";"ensino"
711;75;"EDU_Edif_Religiosa_A.shp";"RELIGIAO";"religiao"
46;19;"EDU_Area_Lazer_A.shp";"GEOMETRIAA";"geometriaAproximada"
500;62;"EDU_Edif_Const_Lazer_P.shp";"NOME";"nome"
501;62;"EDU_Edif_Const_Lazer_P.shp";"GEOMETRIAA";"geometriaAproximada"
502;62;"EDU_Edif_Const_Lazer_P.shp";"OPERACIONA";"operacional"
503;62;"EDU_Edif_Const_Lazer_P.shp";"SITUACAOFI";"situacaoFisica"
504;62;"EDU_Edif_Const_Lazer_P.shp";"MATCONSTR";"matConstr"
505;62;"EDU_Edif_Const_Lazer_P.shp";"NOMEABREV";"nomeAbrev"
506;62;"EDU_Edif_Const_Lazer_P.shp";"TIPOEDIFLA";"tipoEdifLazer"
507;62;"EDU_Edif_Const_Lazer_A.shp";"NOME";"nome"
508;62;"EDU_Edif_Const_Lazer_A.shp";"GEOMETRIAA";"geometriaAproximada"
509;62;"EDU_Edif_Const_Lazer_A.shp";"OPERACIONA";"operacional"
510;62;"EDU_Edif_Const_Lazer_A.shp";"SITUACAOFI";"situacaoFisica"
511;62;"EDU_Edif_Const_Lazer_A.shp";"MATCONSTR";"matConstr"
512;62;"EDU_Edif_Const_Lazer_A.shp";"NOMEABREV";"nomeAbrev"
513;62;"EDU_Edif_Const_Lazer_A.shp";"TIPOEDIFLA";"tipoEdifLazer"
1261;119;"EDU_Piscina_A.shp";"NOME";"nome"
1262;119;"EDU_Piscina_A.shp";"GEOMETRIAA";"geometriaAproximada"
1263;119;"EDU_Piscina_A.shp";"OPERACIONA";"operacional"
1264;119;"EDU_Piscina_A.shp";"SITUACAOFI";"situacaoFisica"
1265;119;"EDU_Piscina_A.shp";"NOMEABREV";"nomeAbrev"
203;38;"EDU_Campo_Quadra_P.shp";"NOME";"nome"
204;38;"EDU_Campo_Quadra_P.shp";"GEOMETRIAA";"geometriaAproximada"
205;38;"EDU_Campo_Quadra_P.shp";"OPERACIONA";"operacional"
206;38;"EDU_Campo_Quadra_P.shp";"SITUACAOFI";"situacaoFisica"
207;38;"EDU_Campo_Quadra_P.shp";"TIPOCAMPOQ";"tipoCampoQuadra"
208;38;"EDU_Campo_Quadra_P.shp";"NOMEABREV";"nomeAbrev"
209;38;"EDU_Campo_Quadra_A.shp";"NOME";"nome"
210;38;"EDU_Campo_Quadra_A.shp";"GEOMETRIAA";"geometriaAproximada"
211;38;"EDU_Campo_Quadra_A.shp";"OPERACIONA";"operacional"
212;38;"EDU_Campo_Quadra_A.shp";"SITUACAOFI";"situacaoFisica"
213;38;"EDU_Campo_Quadra_A.shp";"TIPOCAMPOQ";"tipoCampoQuadra"
214;38;"EDU_Campo_Quadra_A.shp";"NOMEABREV";"nomeAbrev"
514;63;"EDU_Edif_Const_Turistica_P.shp";"NOME";"nome"
515;63;"EDU_Edif_Const_Turistica_P.shp";"GEOMETRIAA";"geometriaAproximada"
516;63;"EDU_Edif_Const_Turistica_P.shp";"OPERACIONA";"operacional"
517;63;"EDU_Edif_Const_Turistica_P.shp";"SITUACAOFI";"situacaoFisica"
518;63;"EDU_Edif_Const_Turistica_P.shp";"MATCONSTR";"matConstr"
519;63;"EDU_Edif_Const_Turistica_P.shp";"NOMEABREV";"nomeAbrev"
520;63;"EDU_Edif_Const_Turistica_P.shp";"TIPOEDIFTU";"tipoEdifTurist"
521;63;"EDU_Edif_Const_Turistica_P.shp";"OVGD";"ovgd"
522;63;"EDU_Edif_Const_Turistica_A.shp";"NOME";"nome"
523;63;"EDU_Edif_Const_Turistica_A.shp";"GEOMETRIAA";"geometriaAproximada"
524;63;"EDU_Edif_Const_Turistica_A.shp";"OPERACIONA";"operacional"
525;63;"EDU_Edif_Const_Turistica_A.shp";"SITUACAOFI";"situacaoFisica"
526;63;"EDU_Edif_Const_Turistica_A.shp";"MATCONSTR";"matConstr"
527;63;"EDU_Edif_Const_Turistica_A.shp";"NOMEABREV";"nomeAbrev"
528;63;"EDU_Edif_Const_Turistica_A.shp";"TIPOEDIFTU";"tipoEdifTurist"
529;63;"EDU_Edif_Const_Turistica_A.shp";"OVGD";"ovgd"
64;23;"EDU_Area_Ruinas_A.shp";"GEOMETRIAA";"geometriaAproximada"
1531;142;"EDU_Ruina_P.shp";"NOME";"nome"
1532;142;"EDU_Ruina_P.shp";"GEOMETRIAA";"geometriaAproximada"
1533;142;"EDU_Ruina_P.shp";"NOMEABREV";"nomeAbrev"
1534;142;"EDU_Ruina_A.shp";"NOME";"nome"
1535;142;"EDU_Ruina_A.shp";"GEOMETRIAA";"geometriaAproximada"
1536;142;"EDU_Ruina_A.shp";"NOMEABREV";"nomeAbrev"
1266;120;"EDU_Pista_Competicao_L.shp";"NOME";"nome"
1267;120;"EDU_Pista_Competicao_L.shp";"GEOMETRIAA";"geometriaAproximada"
1268;120;"EDU_Pista_Competicao_L.shp";"OPERACIONA";"operacional"
1269;120;"EDU_Pista_Competicao_L.shp";"SITUACAOFI";"situacaoFisica"
1270;120;"EDU_Pista_Competicao_L.shp";"TIPOPISTA";"tipoPista"
1271;120;"EDU_Pista_Competicao_L.shp";"NOMEABREV";"nomeAbrev"
84;29;"EDU_Arquibancada_P.shp";"NOME";"nome"
85;29;"EDU_Arquibancada_P.shp";"GEOMETRIAA";"geometriaAproximada"
86;29;"EDU_Arquibancada_P.shp";"OPERACIONA";"operacional"
87;29;"EDU_Arquibancada_P.shp";"SITUACAOFI";"situacaoFisica"
88;29;"EDU_Arquibancada_P.shp";"NOMEABREV";"nomeAbrev"
89;29;"EDU_Arquibancada_A.shp";"NOME";"nome"
90;29;"EDU_Arquibancada_A.shp";"GEOMETRIAA";"geometriaAproximada"
91;29;"EDU_Arquibancada_A.shp";"OPERACIONA";"operacional"
92;29;"EDU_Arquibancada_A.shp";"SITUACAOFI";"situacaoFisica"
93;29;"EDU_Arquibancada_A.shp";"NOMEABREV";"nomeAbrev"
268;45;"EDU_Coreto_Tribuna_P.shp";"NOME";"nome"
269;45;"EDU_Coreto_Tribuna_P.shp";"GEOMETRIAA";"geometriaAproximada"
270;45;"EDU_Coreto_Tribuna_P.shp";"OPERACIONA";"operacional"
271;45;"EDU_Coreto_Tribuna_P.shp";"SITUACAOFI";"situacaoFisica"
272;45;"EDU_Coreto_Tribuna_P.shp";"NOMEABREV";"nomeAbrev"
273;45;"EDU_Coreto_Tribuna_A.shp";"NOME";"nome"
274;45;"EDU_Coreto_Tribuna_A.shp";"GEOMETRIAA";"geometriaAproximada"
275;45;"EDU_Coreto_Tribuna_A.shp";"OPERACIONA";"operacional"
276;45;"EDU_Coreto_Tribuna_A.shp";"SITUACAOFI";"situacaoFisica"
277;45;"EDU_Coreto_Tribuna_A.shp";"NOMEABREV";"nomeAbrev"
16;5;"ECO_Area_Comerc_Serv_A.shp";"GEOMETRIAA";"geometriaAproximada"
468;60;"ECO_Edif_Comerc_Serv_P.shp";"NOME";"nome"
469;60;"ECO_Edif_Comerc_Serv_P.shp";"GEOMETRIAA";"geometriaAproximada"
470;60;"ECO_Edif_Comerc_Serv_P.shp";"OPERACIONA";"operacional"
471;60;"ECO_Edif_Comerc_Serv_P.shp";"SITUACAOFI";"situacaoFisica"
472;60;"ECO_Edif_Comerc_Serv_P.shp";"MATCONSTR";"matConstr"
473;60;"ECO_Edif_Comerc_Serv_P.shp";"NOMEABREV";"nomeAbrev"
474;60;"ECO_Edif_Comerc_Serv_P.shp";"TIPOEDIFCO";"tipoEdifComercServ"
475;60;"ECO_Edif_Comerc_Serv_P.shp";"FINALIDADE";"finalidade"
476;60;"ECO_Edif_Comerc_Serv_A.shp";"NOME";"nome"
477;60;"ECO_Edif_Comerc_Serv_A.shp";"GEOMETRIAA";"geometriaAproximada"
478;60;"ECO_Edif_Comerc_Serv_A.shp";"OPERACIONA";"operacional"
479;60;"ECO_Edif_Comerc_Serv_A.shp";"SITUACAOFI";"situacaoFisica"
480;60;"ECO_Edif_Comerc_Serv_A.shp";"MATCONSTR";"matConstr"
481;60;"ECO_Edif_Comerc_Serv_A.shp";"NOMEABREV";"nomeAbrev"
482;60;"ECO_Edif_Comerc_Serv_A.shp";"TIPOEDIFCO";"tipoEdifComercServ"
483;60;"ECO_Edif_Comerc_Serv_A.shp";"FINALIDADE";"finalidade"
350;53;"ECO_Deposito_Geral_P.shp";"NOME";"nome"
351;53;"ECO_Deposito_Geral_P.shp";"GEOMETRIAA";"geometriaAproximada"
352;53;"ECO_Deposito_Geral_P.shp";"OPERACIONA";"operacional"
353;53;"ECO_Deposito_Geral_P.shp";"SITUACAOFI";"situacaoFisica"
354;53;"ECO_Deposito_Geral_P.shp";"TIPODEPGER";"tipoDepGeral"
355;53;"ECO_Deposito_Geral_P.shp";"MATCONSTR";"matConstr"
356;53;"ECO_Deposito_Geral_P.shp";"TIPOEXPOSI";"tipoExposicao"
357;53;"ECO_Deposito_Geral_P.shp";"TIPOPRODUT";"tipoProdutoResiduo"
358;53;"ECO_Deposito_Geral_P.shp";"TIPOCONTEU";"tipoConteudo"
359;53;"ECO_Deposito_Geral_P.shp";"UNIDADEVOL";"unidadeVolume"
360;53;"ECO_Deposito_Geral_P.shp";"VALORVOLUM";"valorVolume"
361;53;"ECO_Deposito_Geral_P.shp";"TRATAMENTO";"tratamento"
362;53;"ECO_Deposito_Geral_P.shp";"NOMEABREV";"nomeAbrev"
363;53;"ECO_Deposito_Geral_A.shp";"NOME";"nome"
364;53;"ECO_Deposito_Geral_A.shp";"GEOMETRIAA";"geometriaAproximada"
365;53;"ECO_Deposito_Geral_A.shp";"OPERACIONA";"operacional"
366;53;"ECO_Deposito_Geral_A.shp";"SITUACAOFI";"situacaoFisica"
367;53;"ECO_Deposito_Geral_A.shp";"TIPODEPGER";"tipoDepGeral"
368;53;"ECO_Deposito_Geral_A.shp";"MATCONSTR";"matConstr"
369;53;"ECO_Deposito_Geral_A.shp";"TIPOEXPOSI";"tipoExposicao"
370;53;"ECO_Deposito_Geral_A.shp";"TIPOPRODUT";"tipoProdutoResiduo"
371;53;"ECO_Deposito_Geral_A.shp";"TIPOCONTEU";"tipoConteudo"
372;53;"ECO_Deposito_Geral_A.shp";"UNIDADEVOL";"unidadeVolume"
373;53;"ECO_Deposito_Geral_A.shp";"VALORVOLUM";"valorVolume"
374;53;"ECO_Deposito_Geral_A.shp";"TRATAMENTO";"tratamento"
375;53;"ECO_Deposito_Geral_A.shp";"NOMEABREV";"nomeAbrev"
